title,property_number,property_price,additional_cost,debt,built_year,size,rooms,bathrooms,bedrooms,shared_entrance,parking,elevator,laus_strax,price,price_per_sqm,property_type,property_address,latitude,longitude,description,url
Tónahvarf 5,,0 kr.,0 kr.,0 kr.,,"299,2 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,,,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 299,2 m² atvinnuhúsnæði við Tónahverf 5 í Kópavogi. Grunnflötur jarðhæðar er um 208 m² en milliloft er 91,2 m². Tónahvarf 5 er tveggja hæða staðsteypt fjölnotahúsnæði ásamt millilofti. Nánar um hönnun: Hæðir skiptast í grunnflöt sem er með aðkomu fyrir neðan hús og ásamt aðkomuhæð við Tónahvarf. Um 25% af heildarstærð er með steyptu millilofti sem er hægt að nýta sem skrifstofur eða minni lager. Lofthæðir eru frá 6 – 7,5 metrum að hæð og milliloft frá 3 – 4,2 metrum að hæð. Rýmum verður skilað með salernum, ræstirými ásamt kaffistofu. Húsin eru nýtt undir ýmisskonar starfsemi svo sem heildsölur, skrifstofur, verslanir og vörulager. Hafðu samband við Helga Má Karsson löggiltan leigumiðlara í síma 897-7086 helgi@jofur.is eða Ólaf Jóhannsson löggiltan leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/417256
Tónahvarf 5,,0 kr.,0 kr.,0 kr.,,"283,7 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,203 Kópavogur,,,"Jöfur atvinnuhúsnæði   s. 534-1020   kynnir:  Til leigu 283,7 m² atvinnuhúsnæði við Tónahverf 5 í Kópavogi. Grunnflötur jarðhæðar er um 207,8 m² en milliloft er 75,9 m². Tónahvarf 5 er tveggja hæða staðsteypt fjölnotahúsnæði ásamt millilofti. Nánar um hönnun: Hæðir skiptast í grunnflöt sem er með aðkomu fyrir neðan hús og ásamt aðkomuhæð við Tónahvarf. Um 25% af heildarstærð er með steyptu millilofti sem er hægt að nýta sem skrifstofur eða minni lager. Lofthæðir eru frá 6 – 7,5 metrum að hæð og milliloft frá 3 – 4,2 metrum að hæð. Rýmum verður skilað með salernum, ræstirými ásamt kaffistofu. Húsin eru nýtt undir ýmisskonar starfsemi svo sem heildsölur, skrifstofur, verslanir og vörulager. Hafðu samband við Helga Má Karsson löggiltan leigumiðlara í síma 897-7086 helgi@jofur.is eða Ólaf Jóhannsson löggiltan leigumiðlara í síma 824-6703, olafur@jofur.is til að fá upplýsingar um eignina. Hafðu beint samband við starfsmenn Jöfurs: Bergsveinn Ólafsson  löggiltur fasteignasali - 863-5868 Helgi Már Karlsson  löggiltur fasteignasali - 897-7086 Ólafur Jóhannsson  löggiltur fasteignasali - 824-6703 Magnús Kristinsson  löggiltur fasteignasali - 861-0511 Kynntu þér fleiri eignir og þjónustu Jöfurs atvinnuhúsnæðis á  www.jofur.is",https://fasteignir.visir.is/property/417259
Móhella 7,F2517943,32.000.000 kr.,0 kr.,0 kr.,Byggt 2022,135 m²,0 herb.,,,,,,,400.000 kr.,2.963                                            þ.kr./m,atvinnuhúsnæði,221 Hafnarfjörður,,,"RE/MAX kynnir til LEIGU glæsilegt atvinnuhúsnæði við Móhellu 1-7 í Hafnarfirði. Gólfflötur er 135 fm.  Leiguverð er 400.000+vsk. Bilið er fullbúið með epoxý á gólfi. Góð eldhúsinnrétting og baðherbergi með sturtu er í bilinu. Tvær gönguhurðar, innkeyrsluhurð er 3,25 m á hæð og 3,25 m á breidd með rafmagnsopnun. Svæðið er afgirt með rafstýrðu hliði og öryggismyndavélakerfi er á svæðinu. Olíuskilja er í bilinu. Lóðin er malbikuð og sérafnotaflötur er framan við innkeyrsluhurð.  Sameiginleg þvottaaðstaða fyrir bíla er á svæðinu.  Nánari upplýsingar um eignina veita: Guðlaug Jóna lgf. í gegnum gulla@remax.is eða s. 661-2363 Garðar Hólm lgf. í gegnum gardar@remax.is eða s. 899-8811",https://fasteignir.visir.is/property/421708
Smiðjuvegur 74,F2273853,54.200.000 kr.,122.200.000 kr.,0 kr.,Byggt 2005,"303,1 m²",1 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,200 Kópavogur,64.11225277,-21.84591932,"Tröð og Leigulistinn s. 511-2900 kynna til leigu vinnurými á 2. hæð við Smiðjuveg í Kópavogi: Vorum að fá 303m² óinnréttað vinnurými í einkaleigu á 2. hæð við Smiðjuveg með fallegu útsýni til norðurs. Um er að ræða eitt rými sem er þó skipt með léttum vegg til helminga, en getur leigst í einu lagi.  Í rýminu er snyrting og kaffiaðstaða. Til greina kemur að innrétta húsnæðið og aðlaga að þörfum leigjanda allt eftir innréttingamagni, lengd samnings og tryggingum. Beint aðgengi að sölum úr rýminu. Lyfta í sameign.  Malbikað bílaplan við húsið.   Áhugasamir hafið samband við sölumenn okkar í s. 511-2900 og pantið skoðun. trod.is  ................................. slóðin að réttu eigninni.",https://fasteignir.visir.is/property/422173
Álftamýri heilbrigðisstarfsemi 1-5,F2013878,0 kr.,0 kr.,0 kr.,,40 m²,1 herb.,,,Sameiginl. inngangur,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,64.1374875,-21.8908719,"Til leigu hjá Reitum: Læknastofur eða skrifstofur fyrir heilsutengda starfsemi Til leigu læknastofur eða skrifstofur í húsi með heilsutengdri starfsemi. Rýmin eru nokkur á 1. og 2. hæð frá 30-100 fm að stærð, flest með vask inni í herberginu. Hægt er að fá rými með sameiginlegri móttöku. Ágætis sameiginlegt bílastæði á lóð.  Halldór Jensson sölustjóri veitir nánari upplýsingar í síma 840 2100 eða í netfanginu halldor@reitir.is. Reitir bjóða framsýnum fyrirtækjum klæðskerasniðið atvinnuhúsnæði til leigu. Reitir byggja á arfleifð umsvifa sem hófst með byggingu Kringlunnar árið 1987. Innan eignasafnsins á annan hundrað fasteignir með um 700 leigurýmum auk metnaðarfullra þróunarverkefna. Á síðari árum hafa Reitir hlúð að sögufrægum byggingum og staðið þannig vörð um íslenskan menningararf á sama tíma og horft er til sjálfbærrar framtíðar. Kynntu þér þjónustu Reita og fleira skrifstofuhúsnæði til leigu á  www.reitir.is/skrifstofur . Velkomin til starfa með Reitum Tegund: skrifstofurými Afhending: Afhending við undirritun",https://fasteignir.visir.is/property/422999
Þverholt 2,F3452385,0 kr.,0 kr.,0 kr.,Byggt 1995,140 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,270 Mosfellsbær,64.16751133,-21.69635438,"Til leigu hjá Reitum: Nýtt verslunarrými í Mosfellsbæ Ný verslunarrými, veitingarými eða þjónusturými í miðbæ Mosfellsbæjar. Ný aðkoma verður að rýmunum beint frá bílastæði. Aðgengi verður gott bæði fyrir vörur og viðskiptavini, jafnt akandi og gangandi. Vörumóttöku er deilt með tveimur öðrum rýmum. Um er að ræða tvö rými: Um 170 fm rými auk 50 fm hlutdeild í sameign. Brúttóstærð um 220 fm Um 140 fm rými auk 40 fm hlutdeild í sameign. Brúttóstærð um 180 fm Um er að ræða fullfrágengin opin rými tilbúin til innréttinga. Veggir verða sléttir og málaðir, loft máluð og með grunnlýsingu, gólf flotuð og lökkuð. Reitir aðlaga núverandi húskerfi að breyttu innra skipulagi og í takti við fyrirhugaða notkun húsnæðisins. Verslunareigendur sjá um innréttingar og áherslulýsingu inni í sínum verslunum. Afhending er samkomulag. Nánari upplýsingar veitir  Halldór Jensson, sölustjóri, í síma 840 2100 eða í netfanginu halldor@reitir.is til að fá nánari upplýsingar. Reitir bjóða framsýnum fyrirtækjum klæðskerasniðið atvinnuhúsnæði til leigu. Reitir byggja á arfleifð umsvifa sem hófst með byggingu Kringlunnar árið 1987. Innan eignasafnsins er skrifstofuhúsnæði, verslunarhúsnæði, sérhæft atvinnuhúsnæði og hótel, auk metnaðarfullra þróunarverkefna. Á síðari árum hafa Reitir hlúð að sögufrægum byggingum og staðið þannig vörð um íslenskan menningararf á sama tíma og horft er til sjálfbærrar framtíðar. Kynntu þér þjónustu Reita og fleira húsnæði til leigu á  reitir.is .  Tegund: verslunarrými Afhending: Afhending samkomulag",https://fasteignir.visir.is/property/423366
Þverholt 2,F3452386,0 kr.,0 kr.,0 kr.,Byggt 1995,170 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,270 Mosfellsbær,64.16751133,-21.69635438,"Til leigu hjá Reitum: Nýtt verslunarrými í Mosfellsbæ Ný verslunarrými, veitingarými eða þjónusturými í miðbæ Mosfellsbæjar. Ný aðkoma verður að rýmunum beint frá bílastæði. Aðgengi verður gott bæði fyrir vörur og viðskiptavini, jafnt akandi og gangandi. Vörumóttöku er deilt með tveimur öðrum rýmum. Um er að ræða tvö rými: Um 170 fm rými auk 50 fm hlutdeild í sameign. Brúttóstærð um 220 fm Um 140 fm rými auk 40 fm hlutdeild í sameign. Brúttóstærð um 180 fm Um er að ræða fullfrágengin opin rými tilbúin til innréttinga. Veggir verða sléttir og málaðir, loft máluð og með grunnlýsingu, gólf flotuð og lökkuð. Reitir aðlaga núverandi húskerfi að breyttu innra skipulagi og í takti við fyrirhugaða notkun húsnæðisins. Verslunareigendur sjá um innréttingar og áherslulýsingu inni í sínum verslunum. Afhending er samkomulag. Nánari upplýsingar veitir  Halldór Jensson, sölustjóri, í síma 840 2100 eða í netfanginu halldor@reitir.is til að fá nánari upplýsingar. Reitir bjóða framsýnum fyrirtækjum klæðskerasniðið atvinnuhúsnæði til leigu. Reitir byggja á arfleifð umsvifa sem hófst með byggingu Kringlunnar árið 1987. Innan eignasafnsins er skrifstofuhúsnæði, verslunarhúsnæði, sérhæft atvinnuhúsnæði og hótel, auk metnaðarfullra þróunarverkefna. Á síðari árum hafa Reitir hlúð að sögufrægum byggingum og staðið þannig vörð um íslenskan menningararf á sama tíma og horft er til sjálfbærrar framtíðar. Kynntu þér þjónustu Reita og fleira húsnæði til leigu á  reitir.is .  Tegund: verslunarrými Afhending: Afhending samkomulag",https://fasteignir.visir.is/property/423369
Sunnukriki 3,F1111583,0 kr.,0 kr.,0 kr.,Byggt 2020,400 m²,0 herb.,,,Sameiginl. inngangur,,Lyfta,,Tilboð,,atvinnuhúsnæði,270 Mosfellsbær,64.16354535,-21.6911788,"Til leigu hjá Reitum: Ný skrifstofa sem við sérsníðum að þinni starfsemi 400 fermetra skrifstofuhúsnæði á 2. hæð í nýju húsi. Snyrtilegur sameiginlegur inngangur með lyftu. Næg bílastæði á lóð. Tvennar svalir og fallegt útsýni. Í húsinu er matvöruverslun, apótek, kjötbúð og heilsugæslustöð. Rýmið er tilbúið til innréttinga og munu Reitir innrétta rýmið í takt við þarfir nýs leigutaka. Afhending getur orðið með skömmum fyrirvara. Rýmið er 599 fermetrar og getur leigst í einu lagi. Þá er möguleiki á að skipta því í tvö rými, annarsvegar um 200 fermetrar og hinsvegar 400 fermetrar. Halldór Jensson sölustjóri veitir nánari upplýsingar í síma 840 2100 eða í netfanginu halldor@reitir.is. Reitir bjóða framsýnum fyrirtækjum klæðskerasniðið atvinnuhúsnæði til leigu. Reitir byggja á arfleifð umsvifa sem hófst með byggingu Kringlunnar árið 1987. Innan eignasafnsins eru á annað hundrað fasteignir auk metnaðarfullra þróunarverkefna. Á síðari árum hafa Reitir hlúð að sögufrægum byggingum og staðið þannig vörð um íslenskan menningararf á sama tíma og horft er til sjálfbærrar framtíðar. Kynntu þér þjónustu Reita og fleira húsnæði til leigu á  www.reitir.is Tegund: skrifstofurými Afhending: Afhending við undirritun",https://fasteignir.visir.is/property/423430
Smáratorg 3,,0 kr.,0 kr.,0 kr.,,820 m²,15 herb.,,,,,,Laus strax,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Miklaborg kynnir:  Laust til leigu heil hæð  í turninum Smáratorgi. Möguleiki er að skipta hæðinni upp í tvær einingar.  Um er að ræða 7. hæðina og er möguleiki á að breyta innra skipulagi í samráði við leigusala. Næg bílastæði í bílakjallara og á bílaplönum við húsið. Hæðin er laus strax. 
 
	  
 
	 Vandað húsnæði á góðum stað, næg bílastæði. 
 
	 Allar nánari upplýsingar gefurSvan Gunnar Guðlaugsson löggiltur fasteignasali í síma 697 9300 eða svan@miklaborg.is",https://fasteignir.visir.is/property/341567
Suðurlandsbraut,,0 kr.,0 kr.,0 kr.,,18 m²,1 herb.,,,,,,Laus strax,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Miklaborg kynnir: Til leigu 3 glæsilegar 18 fm skrifstofur með aðgengi að eldhúsi og snyrtingu. 
	Laust strax. Við leiguverð bætist virðisauki.

	 
 
	 Nánari upplýsingar gefur Svan Gunnar Guðlaugsson löggiltur fasteignasali  í síma 697 9300 eða svan@miklaborg.is",https://fasteignir.visir.is/property/348091
Bæjarflöt 1-3,F2215186,437.500.000 kr.,418.850.000 kr.,0 kr.,Byggt 2008,2000 m²,6 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,112 Reykjavík,,,"Atvinnueign kynnir til leigu :  Stórt lagerhúsnæði ásamt skrifstofuaðstöðu á góðum stað í Grafarvogi.  Nánari lýsing:  Neðri hæðin sem er lagerinn sjálfur er skráður 1488,1 fm og efri hæðin sitthvoru megin sem er skrifstofu og starfsmanna aðstöður er skráð 444 fm. Samtals 1932.1 Eldhúsaðstaða og tvö klósett er sitthvoru megin í skrifstofurýmunum og tvö klósett niðri hjá lager.  Fjórar stórar innkeyrsluhurðir, lofthæðin nær uppí 9 metra þar sem hún er mest.  Kælir sem kælir niður í 12 gráður er inn af lager. Allar nánari upplýsingar veita:  Halldór Már Sverrisson , löggiltur fasteignasali í síma  898-5599 ,  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                        - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/367961
Faxafen 10,F2214004,0 kr.,0 kr.,0 kr.,,"2292,1 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir: Vel staðsett 2.292,1 fm.  skrifstofuhúsnæði / skólahósnæði við  Faxafen 10 í Reykjavík . Um er að ræða alla 2. hæðina í húsinu. Rýminu er skipt niður í lokaðar skrifstofur / skólastofur, fundarherbergi og opin rými. Kerfisloft með innfelldri lýsingu. Til staðar í húsnæðinu eru, loftræstikerfi, öryggiskerfi. sprinkler kerfi. Næg bílastæði. Hentar vel til kennslustarfsemi og skriftofustarfesmi.  Ekki VSK húsnæði. Laust strax. Allar nánari upplýsingar á og utan opnunartíma veitir:  Davíð Jens Guðlaugsson , löggiltur leigumiðlari í síma  846-7495  eða  davidjens@atvinnueign.is Halldór Már Sverrisson , viðskiptafræðingur og löggiltur fasteignasali í síma  898 5599  eða  halldor@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu  atvinnueign.is - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/375222
Borgartún - 1250 fm skrifstofuhæð,F2276896,0 kr.,0 kr.,0 kr.,,1250 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,105 Reykjavík,,,"Atvinnueign 577-5500 kynnir:  Til leigu glæsilegt 1.250 fm skrifstofuhúsnæði á sjöundu hæð (sjá grunnmynd) í þessu reisulega húsi við Borgartún í hjarta viðskiptahverfis höfuðborgarinnar. Rut Kára innanhússarkitekt hannaði skrifstofuhúsnæðið. Glæsilegt útsýni. Fljótlega getur svo losnað afar glæsilegt skrifstofurými á áttundu og efstu hæð byggingarinnar. Þar er um að ræða tæplega 1200 fm með stórbrotnu útsýni. Bílastæði í lokuðum bílakjalla. Húsið er eitt glæsilegasta skrifstofuhúsnæði borgarinnar. Allar nánari upplýsingar á og utan opnunartíma veitir:   Halldór Már Sverrisson , löggiltur fasteignasali í síma  898 5599  - eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/378969
Bæjarlind 2,,0 kr.,0 kr.,0 kr.,,162 m²,herb.,,,,,,Laus strax,Tilboð,,atvinnuhúsnæði,201 Kópavogur,,,"Á annarri hæð byggingar (sem merkt er þriðja hæð á grunnmynd því í byggingunni telst kjallarinn til jarðhæðar) er lausar tvær skrifstofur, merktar 5A (tæpir 19 fm) og 4 (21 fm). Þá er einnig laust ríflega 160 fm skrifstofurými á sömu hæð merkt 03-01 (7,8,9) á grunnmynd. Um er að ræða vinsælan skrifstofukjarna hjá félaginu þar sem ekki er vsk kvöð. 
 
	Áhugasamir geta haft samband við okkur í síma 590-2200 eða sent fyrirspurn á  utleiga@eik.is . Upplýsingar um fleiri eignir til leigu má finna á heimasíðu okkar  eik.is",https://fasteignir.visir.is/property/379066
Korngarðar 2,F2015890,858.450.000 kr.,1.171.400.000 kr.,0 kr.,Byggt 2000,"3230,5 m²",0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,104 Reykjavík,64.15154498,-21.8628966,"Atvinnueign kynnir heildareignina við Korngarða 2, 104 Reykjavík, samtals 3.230,5 fm skrifstofu - þjónustuhúsnæði. Leiga á húsnæðinu að hluta eða í heild kemur einnig til greina. Um er að ræða 3.230,5 fm húsnæði á 5.075 fm lóð við Korngarða 2. Húsnæðið er steypt og álklætt og skiptist í tvær samliggjandi skrifstofubyggingar á tveim hæðum, jarðhæðin er 1.623,7 fm og önnur hæðin er 1.456,3 fm., tæknirýmið er 150,5 fm. Húsnæðið er vandað í alla staði, margar stærðir af skrifstofum og fundarherbergjum, kynjaskipt salerni og sturtuaðstaða er til staðar. Kerfisloft með lýsingu er í loftum. Rúmgott mötuneyti er á 2. hæð. Á gólfum er steinteppi og dúkur, flísar á votrýmum. Útgengi er á þakgarð sem er í miðju húsinu. Lóðin fyrir framan húsið er malbikuð og vel frá gengin, fjöldi bílastæða eru við húsið. Margir inngangar eru í húsið og er lyfta til staðar. Allar nánari upplýsingar á og utan opnunartíma veitir: Halldór Már Sverrisson  löggiltur fasteignasali og viðskiptafræðingur í síma  898-5599  eða  halldor@atvinnueign.is   Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueignar ehf,   www.atvinnueign.is         - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/359479
Ármúli 30,F2213308,0 kr.,0 kr.,0 kr.,,2100 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,"Atvinnueign kynnir til leigu:   Um 2.100 fm skrifstofuhúsnæði á þremur hæðum í lyftuhúsi við Ármúla 30. VSK leggst ekki á leiguverð. Laust strax. Allar nánari upplýsingar á og utan opnunartíma veitir: Davíð Jens Guðlaugsson , löggiltur leigumiðlari í síma  846-7495  eða  davidjens@atvinnueign.is Halldór Már Sverrisson löggiltur fasteignasali og leigumiðlari í síma 898-5599 eða  halldor@atvinnueign.is Á vefsíðu okkar getur þú fundið fleiri eignir sem og kynnt þér þjónustu Atvinnueigna ehf,  www.atvinnueign.is                     - Atvinnueignir eru okkar fag -",https://fasteignir.visir.is/property/388228
Suðurlandsbraut 4a,F2012664,108.900.000 kr.,64.900.000 kr.,0 kr.,,400 m²,0 herb.,,,,,,,Tilboð,,atvinnuhúsnæði,108 Reykjavík,,,Ársalir ehf-fasteignamiðlun 5334200 kynna: Til leigu 400 fm. verslunar  og- lagerhúsnæði að Suðurlandsbraut 4 (við hliðina á Lemon ). Gengið inn frá Hallarmúla.  Aðalrými með 4 m. lofthæð og skrifstofurými ásamt  snyrtingu. Mögulegt að skipta í tvennt 180 og 220m² Áhugasamir bókið skoðun á:  arsalir@arsalir.is,https://fasteignir.visir.is/property/392753
Bifröst,,0 kr.,0 kr.,0 kr.,,76 m²,3 herb.,1 baðherb.,2 svefnh.,,,,Laus strax,Tilboð,,fjölbýlishús,311 Borgarnes,,,"3ja herbergja íbúð til leigu á besta stað í Bifröst, Borgarfirði. 
 
	 
	Æðisleg staðsetning og kyrrlátt svæði. 
	Hentar vel fyrir fólk í fjarvinnu og fjarnámi. 
 
	Íbúðin er um 76fm, 2 svefnherbergi, baðherbergi með aðstöðu fyrir þvottavél, geymsla og alrými með stofu og eldhúsi. 
 
	3ja mánaða ábyrgð. Möguleiki á húsaleigubótum. 
 
	Einungis traustir, reglusamir og ábyrgir aðilar koma til greina.  
 
	  
 
	Einnig er laus til leigu ein 2ja herbergja íbúð sem er að losna. Verðið á henni er kr. 123.432 á mánuði 

	 

	Íbúðirnar leigjast út án húsgagna.",https://fasteignir.visir.is/property/393690
